Gene ID;source_id;Product Description;Chromosome;Genomic Location (Gene);Gene Name or Symbol;gene_source_id
PF3D7_1418800;PF3D7_1418800.1;signal recognition particle RNA;14;Pf3D7_14_v3:782,061..782,363(-);null;PF3D7_1418800
PF3D7_1421800;PF3D7_1421800.1;conserved Plasmodium protein, unknown function;14;Pf3D7_14_v3:888,838..889,953(-);null;PF3D7_1421800
PF3D7_1422200;PF3D7_1422200.1;conserved Plasmodium protein, unknown function;14;Pf3D7_14_v3:896,004..896,939(-);null;PF3D7_1422200
PF3D7_1423900;PF3D7_1423900.1;small nucleolar RNA snoR23;14;Pf3D7_14_v3:972,775..972,860(-);null;PF3D7_1423900
PF3D7_1424000;PF3D7_1424000.1;small nucleolar RNA snoR24;14;Pf3D7_14_v3:973,147..973,225(-);null;PF3D7_1424000
PF3D7_1424200;PF3D7_1424200.1;small nucleolar RNA snoR25;14;Pf3D7_14_v3:974,006..974,074(-);null;PF3D7_1424200
PF3D7_1424300;PF3D7_1424300.1;small nucleolar RNA snoR26;14;Pf3D7_14_v3:975,241..975,336(-);null;PF3D7_1424300
PF3D7_1424500;PF3D7_1424500.1;small nucleolar RNA snoR27;14;Pf3D7_14_v3:979,464..979,605(+);null;PF3D7_1424500
PF3D7_1424600;PF3D7_1424600.1;small nucleolar RNA snoR28;14;Pf3D7_14_v3:979,767..979,836(+);null;PF3D7_1424600
PF3D7_1424700;PF3D7_1424700.1;small nucleolar RNA snoR29;14;Pf3D7_14_v3:981,588..981,671(+);null;PF3D7_1424700
PF3D7_1424900;PF3D7_1424900.1;small nucleolar RNA snoR30;14;Pf3D7_14_v3:982,154..982,228(+);null;PF3D7_1424900
PF3D7_1425000;PF3D7_1425000.1;Plasmodium RNA of unknown function RUF4;14;Pf3D7_14_v3:982,349..982,520(+);null;PF3D7_1425000
PF3D7_1425100;PF3D7_1425100.1;small nucleolar RNA snoR31;14;Pf3D7_14_v3:982,892..983,018(+);null;PF3D7_1425100
PF3D7_1427700;PF3D7_1427700.1;conserved Plasmodium protein, unknown function;14;Pf3D7_14_v3:1,087,436..1,087,627(-);null;PF3D7_1427700
PF3D7_1436200;PF3D7_1436200.1;conserved Plasmodium protein, unknown function;14;Pf3D7_14_v3:1,467,629..1,474,438(-);null;PF3D7_1436200
PF3D7_1437600;PF3D7_1437600.1;conserved protein, unknown function;14;Pf3D7_14_v3:1,523,286..1,525,046(+);null;PF3D7_1437600
PF3D7_1438200;PF3D7_1438200.1;tRNA Selenocysteine;14;Pf3D7_14_v3:1,545,135..1,545,239(-);null;PF3D7_1438200
PF3D7_1446000;PF3D7_1446000.1;U5 spliceosomal RNA;14;Pf3D7_14_v3:1,889,413..1,889,529(+);null;PF3D7_1446000
PF3D7_1447400;PF3D7_1447400.1;conserved Plasmodium protein, unknown function;14;Pf3D7_14_v3:1,937,706..1,939,117(-);null;PF3D7_1447400
PF3D7_1448100;PF3D7_1448100.1;conserved Plasmodium protein, unknown function;14;Pf3D7_14_v3:1,965,175..1,965,762(+);null;PF3D7_1448100
PF3D7_1449600;PF3D7_1449600.1;conserved protein, unknown function;14;Pf3D7_14_v3:2,035,116..2,036,630(-);null;PF3D7_1449600
PF3D7_1450200;PF3D7_1450200.1;conserved Plasmodium protein, unknown function;14;Pf3D7_14_v3:2,055,791..2,056,437(+);null;PF3D7_1450200
PF3D7_1452800;PF3D7_1452800.1;conserved Plasmodium protein, unknown function;14;Pf3D7_14_v3:2,170,461..2,171,690(+);null;PF3D7_1452800
PF3D7_1453900;PF3D7_1453900.1;conserved Plasmodium protein, unknown function;14;Pf3D7_14_v3:2,214,910..2,217,795(+);null;PF3D7_1453900
PF3D7_1454200;PF3D7_1454200.1;conserved Plasmodium protein, unknown function;14;Pf3D7_14_v3:2,222,490..2,226,704(-);null;PF3D7_1454200
PF3D7_1454800;PF3D7_1454800.1;conserved Plasmodium protein, unknown function;14;Pf3D7_14_v3:2,243,873..2,244,367(+);null;PF3D7_1454800
PF3D7_1458200;PF3D7_1458200.1;conserved Plasmodium protein, unknown function;14;Pf3D7_14_v3:2,391,118..2,391,601(+);null;PF3D7_1458200
PF3D7_1462200;PF3D7_1462200.1;conserved protein, unknown function;14;Pf3D7_14_v3:2,523,919..2,524,140(+);null;PF3D7_1462200
PF3D7_1464300;PF3D7_1464300.1;conserved Plasmodium protein, unknown function;14;Pf3D7_14_v3:2,601,441..2,604,305(+);null;PF3D7_1464300
PF3D7_1464800;PF3D7_1464800.1;conserved Plasmodium protein, unknown function;14;Pf3D7_14_v3:2,628,882..2,629,789(+);null;PF3D7_1464800
PF3D7_1466500;PF3D7_1466500.1;conserved Plasmodium protein, unknown function;14;Pf3D7_14_v3:2,725,225..2,726,281(+);null;PF3D7_1466500
PF3D7_1469800;PF3D7_1469800.1;conserved Plasmodium protein, unknown function;14;Pf3D7_14_v3:2,865,024..2,866,245(-);null;PF3D7_1469800
PF3D7_1471800;PF3D7_1471800.1;conserved Plasmodium protein, unknown function;14;Pf3D7_14_v3:2,932,023..2,932,787(+);null;PF3D7_1471800
PF3D7_1472500;PF3D7_1472500.1;conserved Plasmodium protein, unknown function;14;Pf3D7_14_v3:2,961,722..2,962,645(-);null;PF3D7_1472500
PF3D7_1473600;PF3D7_1473600.1;conserved Plasmodium protein, unknown function;14;Pf3D7_14_v3:2,997,600..2,997,944(-);null;PF3D7_1473600
PF3D7_1475900;PF3D7_1475900.1;KELT protein;14;Pf3D7_14_v3:3,124,337..3,126,709(+);null;PF3D7_1475900
PF3D7_1476900;PF3D7_1476900.1;Plasmodium exported protein, unknown function, pseudogene;14;Pf3D7_14_v3:3,161,742..3,162,743(-);null;PF3D7_1476900
PF3D7_1477000;PF3D7_1477000.1;Plasmodium exported protein (hyp17), unknown function, pseudogene;14;Pf3D7_14_v3:3,168,563..3,171,692(+);null;PF3D7_1477000
PF3D7_1478300;PF3D7_1478300.1;Plasmodium exported protein, unknown function, pseudogene;14;Pf3D7_14_v3:3,221,001..3,221,576(+);null;PF3D7_1478300
PF3D7_1478700;PF3D7_1478700.1;Plasmodium exported protein, unknown function, pseudogene;14;Pf3D7_14_v3:3,239,145..3,240,473(-);null;PF3D7_1478700
PF3D7_API01400;PF3D7_API01400.1;ribosomal protein L23, putative;Not Assigned;Pf3D7_API_v3:2,243..2,470(+);RPL23;PF3D7_API01400
PF3D7_API01900;PF3D7_API01900.1;apicoplast ribosomal protein S17;Not Assigned;Pf3D7_API_v3:4,581..4,805(+);RPS17;PF3D7_API01900
PF3D7_API02400;PF3D7_API02400.1;probable protein, unknown function;Not Assigned;Pf3D7_API_v3:6,799..7,074(+);ORF91;PF3D7_API02400
PF3D7_API03000;PF3D7_API03000.1;probable protein, unknown function;Not Assigned;Pf3D7_API_v3:9,660..9,896(+);ORF78;PF3D7_API03000
PF3D7_API03800;PF3D7_API03800.1;probable protein, unknown function;Not Assigned;Pf3D7_API_v3:13,005..13,244(+);ORF79;PF3D7_API03800
PF3D7_API04500;PF3D7_API04500.1;hypothetical protein;Not Assigned;Pf3D7_API_v3:22,052..22,357(-);ORF101;PF3D7_API04500
PF3D7_API04600;PF3D7_API04600.1;hypothetical protein;Not Assigned;Pf3D7_API_v3:22,366..22,521(-);ORF51;PF3D7_API04600
PF3D7_API04900;PF3D7_API04900.1;large subunit ribosomal RNA;Not Assigned;Pf3D7_API_v3:24,053..26,748(-);null;PF3D7_API04900
PF3D7_API05700;PF3D7_API05700.1;small subunit ribosomal RNA;Not Assigned;Pf3D7_API_v3:27,421..28,846(+);null;PF3D7_API05700
PF3D7_0105000;PF3D7_0105000.1;unspecified product;1;Pf3D7_01_v3:218,894..219,223(-);null;PF3D7_0105000
PF3D7_0105100;PF3D7_0105100.1;conserved Apicomplexan protein, unknown function;1;Pf3D7_01_v3:221,202..221,633(+);null;PF3D7_0105100
PF3D7_0107300;PF3D7_0107300.1;conserved Plasmodium protein, unknown function;1;Pf3D7_01_v3:299,562..300,868(-);null;PF3D7_0107300
PF3D7_0108900;PF3D7_0108900.1;unspecified product;1;Pf3D7_01_v3:361,987..362,586(-);null;PF3D7_0108900
PF3D7_0111600;PF3D7_0111600.1;conserved Plasmodium protein, unknown function;1;Pf3D7_01_v3:442,543..443,289(-);null;PF3D7_0111600
PF3D7_0112100;PF3D7_0112100.1;conserved Plasmodium protein, unknown function;1;Pf3D7_01_v3:454,847..455,338(+);null;PF3D7_0112100
PF3D7_0112400;PF3D7_0112400.1;unspecified product;1;Pf3D7_01_v3:475,888..476,286(+);null;PF3D7_0112400
PF3D7_0112600;PF3D7_0112600.1;unspecified product;1;Pf3D7_01_v3:476,429..477,278(+);null;PF3D7_0112600
PF3D7_0115050;PF3D7_0115050.1;H/ACA snoRNA;1;Pf3D7_01_v3:584,722..584,867(+);null;PF3D7_0115050
PF3D7_0203500;PF3D7_0203500.1;tRNA Glutamine;2;Pf3D7_02_v3:164,269..164,340(+);null;PF3D7_0203500
PF3D7_0209900;PF3D7_0209900.1;unspecified product;2;Pf3D7_02_v3:407,900..408,438(+);null;PF3D7_0209900
PF3D7_0211000;PF3D7_0211000.1;unspecified product;2;Pf3D7_02_v3:443,824..444,608(+);null;PF3D7_0211000
PF3D7_0221300;PF3D7_0221300.1;Plasmodium exported protein, unknown function, pseudogene;2;Pf3D7_02_v3:857,567..858,675(-);null;PF3D7_0221300
PF3D7_0302400;PF3D7_0302400.1;unspecified product;3;Pf3D7_03_v3:132,332..133,502(-);null;PF3D7_0302400
PF3D7_0312600;PF3D7_0312600.1;tRNA Valine;3;Pf3D7_03_v3:531,213..531,289(+);null;PF3D7_0312600
PF3D7_0312700;PF3D7_0312700.1;tRNA Isoleucine;3;Pf3D7_03_v3:531,898..531,973(-);null;PF3D7_0312700
PF3D7_0400600;PF3D7_0400600.1;erythrocyte membrane protein 1 (PfEMP1), exon 1, pseudogene;4;Pf3D7_04_v3:61,411..61,489(+);null;PF3D7_0400600
PF3D7_0403000;PF3D7_0403000.1;tRNA Asparagine;4;Pf3D7_04_v3:174,829..174,902(+);null;PF3D7_0403000
PF3D7_0410100;PF3D7_0410100.1;tRNA Serine;4;Pf3D7_04_v3:469,218..469,299(+);null;PF3D7_0410100
PF3D7_0410200;PF3D7_0410200.1;tRNA Isoleucine;4;Pf3D7_04_v3:469,858..469,930(-);null;PF3D7_0410200
PF3D7_0411500;PF3D7_0411500.1;tRNA Alanine;4;Pf3D7_04_v3:517,722..517,793(+);null;PF3D7_0411500
PF3D7_0411600;PF3D7_0411600.1;tRNA Glutamic acid;4;Pf3D7_04_v3:518,154..518,225(-);null;PF3D7_0411600
PF3D7_0425250;PF3D7_0425250.1;Plasmodium exported protein (PHIST), unknown function, pseudogene;4;Pf3D7_04_v3:1,138,009..1,138,559(-);null;PF3D7_0425250
PF3D7_0510600;PF3D7_0510600.1;tRNA Leucine;5;Pf3D7_05_v3:451,355..451,434(+);null;PF3D7_0510600
PF3D7_0512450;PF3D7_0512450.1;conserved Plasmodium protein, unknown function, pseudogene;5;Pf3D7_05_v3:537,499..539,282(+);null;PF3D7_0512450
PF3D7_0514400;PF3D7_0514400.1;tRNA Phenylalanine;5;Pf3D7_05_v3:603,951..604,023(-);null;PF3D7_0514400
PF3D7_0527700;PF3D7_0527700.1;tRNA Glutamic acid;5;Pf3D7_05_v3:1,150,234..1,150,306(+);null;PF3D7_0527700
PF3D7_0527800;PF3D7_0527800.1;tRNA Leucine;5;Pf3D7_05_v3:1,151,227..1,151,309(-);null;PF3D7_0527800
PF3D7_0529600;PF3D7_0529600.1;tRNA Arginine;5;Pf3D7_05_v3:1,208,390..1,208,462(+);null;PF3D7_0529600
PF3D7_0531500;PF3D7_0531500.1;unspecified product;5;Pf3D7_05_v3:1,288,559..1,289,308(+);null;PF3D7_0531500
PF3D7_0531700;PF3D7_0531700.1;unspecified product;5;Pf3D7_05_v3:1,291,693..1,292,051(+);null;PF3D7_0531700
PF3D7_0531900;PF3D7_0531900.1;unspecified product;5;Pf3D7_05_v3:1,292,211..1,292,409(+);null;PF3D7_0531900
PF3D7_0610300;PF3D7_0610300.1;unspecified product;6;Pf3D7_06_v3:442,806..443,219(-);null;PF3D7_0610300
PF3D7_0620800;PF3D7_0620800.1;tRNA Alanine;6;Pf3D7_06_v3:861,017..861,088(+);null;PF3D7_0620800
PF3D7_0620900;PF3D7_0620900.1;tRNA Leucine;6;Pf3D7_06_v3:861,685..861,765(-);null;PF3D7_0620900
PF3D7_0621600;PF3D7_0621600.1;tRNA Serine;6;Pf3D7_06_v3:883,563..883,644(-);null;PF3D7_0621600
PF3D7_0626840;PF3D7_0626840.1;small nucleolar RNA snoR35;6;Pf3D7_06_v3:1,080,331..1,080,559(+);null;PF3D7_0626840
PF3D7_0702600;PF3D7_0702600.1;chitinase precursor fragment, truncated;7;Pf3D7_07_v3:109,915..110,178(+);null;PF3D7_0702600
PF3D7_0702700;PF3D7_0702700.1;tRNA Alanine;7;Pf3D7_07_v3:111,473..111,545(-);null;PF3D7_0702700
PF3D7_0702800;PF3D7_0702800.1;tRNA Tyrosine;7;Pf3D7_07_v3:112,049..112,132(+);null;PF3D7_0702800
PF3D7_0703700;PF3D7_0703700.1;conserved protein, unknown function;7;Pf3D7_07_v3:146,645..147,394(-);null;PF3D7_0703700
PF3D7_0705200;PF3D7_0705200.1;conserved Plasmodium protein, unknown function;7;Pf3D7_07_v3:256,086..260,684(+);null;PF3D7_0705200
PF3D7_0706200;PF3D7_0706200.1;conserved protein, unknown function;7;Pf3D7_07_v3:304,315..304,755(+);null;PF3D7_0706200
PF3D7_0706300;PF3D7_0706300.1;conserved Plasmodium protein, unknown function;7;Pf3D7_07_v3:305,563..306,032(+);null;PF3D7_0706300
PF3D7_0706600;PF3D7_0706600.1;conserved Plasmodium protein, unknown function;7;Pf3D7_07_v3:320,248..322,281(+);null;PF3D7_0706600
PF3D7_0706800;PF3D7_0706800.1;tRNA Threonine;7;Pf3D7_07_v3:326,072..326,144(+);null;PF3D7_0706800
PF3D7_0706900;PF3D7_0706900.1;tRNA Histidine;7;Pf3D7_07_v3:326,726..326,797(-);null;PF3D7_0706900
PF3D7_0707000;PF3D7_0707000.1;tRNA Lysine;7;Pf3D7_07_v3:327,865..327,937(+);null;PF3D7_0707000
PF3D7_0707100;PF3D7_0707100.1;tRNA Lysine;7;Pf3D7_07_v3:329,012..329,084(-);null;PF3D7_0707100
PF3D7_0707420;PF3D7_0707420.1;nucleolar RNA snoR36;7;Pf3D7_07_v3:383,172..383,519(+);null;PF3D7_0707420
PF3D7_0707500;PF3D7_0707500.1;conserved Plasmodium protein, unknown function;7;Pf3D7_07_v3:348,277..353,082(+);null;PF3D7_0707500
PF3D7_0711100;PF3D7_0711100.1;conserved protein, unknown function;7;Pf3D7_07_v3:492,519..493,232(-);null;PF3D7_0711100
PF3D7_0711300;PF3D7_0711300.1;conserved Plasmodium protein, unknown function;7;Pf3D7_07_v3:499,336..499,695(+);null;PF3D7_0711300
PF3D7_0714700;PF3D7_0714700.1;tRNA Asparagine;7;Pf3D7_07_v3:670,795..670,866(+);null;PF3D7_0714700
PF3D7_0714800;PF3D7_0714800.1;tRNA Leucine;7;Pf3D7_07_v3:671,656..671,735(+);null;PF3D7_0714800
PF3D7_0714900;PF3D7_0714900.1;tRNA Serine;7;Pf3D7_07_v3:672,735..672,816(-);null;PF3D7_0714900
PF3D7_0716500;PF3D7_0716500.1;conserved Plasmodium protein, unknown function;7;Pf3D7_07_v3:721,717..724,715(+);null;PF3D7_0716500
PF3D7_0718600;PF3D7_0718600.1;conserved Plasmodium protein, unknown function;7;Pf3D7_07_v3:826,837..831,305(+);null;PF3D7_0718600
PF3D7_0720300;PF3D7_0720300.1;conserved Plasmodium protein, unknown function;7;Pf3D7_07_v3:880,465..880,863(-);null;PF3D7_0720300
PF3D7_0722000;PF3D7_0722000.1;conserved Plasmodium protein, unknown function;7;Pf3D7_07_v3:941,776..942,513(+);null;PF3D7_0722000
PF3D7_0725100;PF3D7_0725100.1;conserved Plasmodium membrane protein, unknown function;7;Pf3D7_07_v3:1,065,252..1,070,240(+);null;PF3D7_0725100
PF3D7_0725700;PF3D7_0725700.1;unspecified product;7;Pf3D7_07_v3:1,085,848..1,086,212(+);null;PF3D7_0725700
PF3D7_0725900;PF3D7_0725900.1;unspecified product;7;Pf3D7_07_v3:1,086,372..1,086,569(+);null;PF3D7_0725900
PF3D7_0727600;PF3D7_0727600.1;conserved Plasmodium protein, unknown function;7;Pf3D7_07_v3:1,167,441..1,170,817(+);null;PF3D7_0727600
PF3D7_0730000;PF3D7_0730000.1;conserved protein, unknown function;7;Pf3D7_07_v3:1,281,785..1,282,322(-);null;PF3D7_0730000
PF3D7_0730600;PF3D7_0730600.1;tRNA Valine;7;Pf3D7_07_v3:1,318,059..1,318,131(+);null;PF3D7_0730600
PF3D7_0730700;PF3D7_0730700.1;tRNA Threonine;7;Pf3D7_07_v3:1,319,011..1,319,082(-);null;PF3D7_0730700
PF3D7_0731000;PF3D7_0731000.1;unspecified product;7;Pf3D7_07_v3:1,333,175..1,334,938(-);null;PF3D7_0731000
PF3D7_0800650;PF3D7_0800650.1;H/ACA snoRNA;8;Pf3D7_08_v3:64,633..64,778(-);null;PF3D7_0800650
PF3D7_0804700;PF3D7_0804700.1;conserved Plasmodium protein, unknown function;8;Pf3D7_08_v3:271,417..277,413(-);null;PF3D7_0804700
PF3D7_0806100;PF3D7_0806100.1;conserved Plasmodium protein, unknown function;8;Pf3D7_08_v3:330,651..332,678(+);null;PF3D7_0806100
PF3D7_0809300;PF3D7_0809300.1;unspecified product;8;Pf3D7_08_v3:474,253..475,285(-);null;PF3D7_0809300
PF3D7_0809800;PF3D7_0809800.1;conserved Plasmodium protein, unknown function;8;Pf3D7_08_v3:502,338..506,698(-);null;PF3D7_0809800
PF3D7_0812000;PF3D7_0812000.1;conserved protein, unknown function;8;Pf3D7_08_v3:600,525..602,247(-);null;PF3D7_0812000
PF3D7_0819300;PF3D7_0819300.1;conserved Plasmodium protein, unknown function;8;Pf3D7_08_v3:874,367..877,498(+);null;PF3D7_0819300
PF3D7_0829500;PF3D7_0829500.1;conserved Plasmodium protein, unknown function;8;Pf3D7_08_v3:1,260,048..1,266,698(-);null;PF3D7_0829500
PF3D7_0829700;PF3D7_0829700.1;unspecified product;8;Pf3D7_08_v3:1,271,278..1,272,090(+);null;PF3D7_0829700
PF3D7_0829800;PF3D7_0829800.1;unspecified product;8;Pf3D7_08_v3:1,272,718..1,275,456(+);null;PF3D7_0829800
PF3D7_0829900;PF3D7_0829900.1;unspecified product;8;Pf3D7_08_v3:1,275,625..1,278,795(+);null;PF3D7_0829900
PF3D7_0830100;PF3D7_0830100.1;unspecified product;8;Pf3D7_08_v3:1,280,935..1,283,761(+);null;PF3D7_0830100
PF3D7_0830200;PF3D7_0830200.1;28S ribosomal RNA;8;Pf3D7_08_v3:1,284,578..1,288,948(+);null;PF3D7_0830200
PF3D7_0906890;PF3D7_0906890.1;conserved Plasmodium protein, unknown function;9;Pf3D7_09_v3:335,071..335,490(+);null;PF3D7_0906890
PF3D7_0929800;PF3D7_0929800.1;conserved Plasmodium protein, unknown function;9;Pf3D7_09_v3:1,186,606..1,186,902(-);null;PF3D7_0929800
PF3D7_0933400;PF3D7_0933400.1;conserved Plasmodium protein, unknown function;9;Pf3D7_09_v3:1,323,893..1,324,699(+);null;PF3D7_0933400
PF3D7_1008300;PF3D7_1008300.1;AP-5 complex subunit sigma-1, putative, pseudogene;10;Pf3D7_10_v3:346,407..346,514(+);null;PF3D7_1008300
PF3D7_1023500;PF3D7_1023500.1;conserved Plasmodium protein, unknown function;10;Pf3D7_10_v3:987,017..987,310(-);null;PF3D7_1023500
PF3D7_1029000;PF3D7_1029000.1;conserved Plasmodium protein, unknown function, pseudogene;10;Pf3D7_10_v3:1,187,503..1,189,589(-);null;PF3D7_1029000
PF3D7_1103200;PF3D7_1103200.1;tRNA Glycine;11;Pf3D7_11_v3:143,353..143,425(+);null;PF3D7_1103200
PF3D7_1103300;PF3D7_1103300.1;tRNA Leucine;11;Pf3D7_11_v3:144,841..144,939(-);null;PF3D7_1103300
PF3D7_1109300;PF3D7_1109300.1;small nucleolar RNA snR61/Z1/Z11;11;Pf3D7_11_v3:390,441..390,508(-);null;PF3D7_1109300
PF3D7_1114300;PF3D7_1114300.1;unspecified product;11;Pf3D7_11_v3:546,632..546,979(+);null;PF3D7_1114300
PF3D7_1130310;PF3D7_1130310.1;small nucleolar RNA snoR14a;11;Pf3D7_11_v3:1,166,812..1,166,914(+);null;PF3D7_1130310
PF3D7_1135200;PF3D7_1135200.1;regulator of chromosome condensation, putative, pseudogene;11;Pf3D7_11_v3:1,378,290..1,379,852(-);null;PF3D7_1135200
PF3D7_1137000;PF3D7_1137000.1;U2 spliceosomal RNA;11;Pf3D7_11_v3:1,461,301..1,461,498(-);null;PF3D7_1137000
PF3D7_1138900;PF3D7_1138900.1;unspecified product;11;Pf3D7_11_v3:1,540,804..1,544,163(+);null;PF3D7_1138900
PF3D7_1139000;PF3D7_1139000.1;unspecified product;11;Pf3D7_11_v3:1,546,288..1,547,469(+);null;PF3D7_1139000
PF3D7_1139400;PF3D7_1139400.1;unspecified product;11;Pf3D7_11_v3:1,569,604..1,573,189(+);null;PF3D7_1139400
PF3D7_1148100;PF3D7_1148100.1;unspecified product;11;Pf3D7_11_v3:1,916,392..1,918,050(+);null;PF3D7_1148100
PF3D7_1148200;PF3D7_1148200.1;unspecified product;11;Pf3D7_11_v3:1,920,268..1,920,811(+);null;PF3D7_1148200
PF3D7_1148500;PF3D7_1148500.1;unspecified product;11;Pf3D7_11_v3:1,922,656..1,922,928(+);null;PF3D7_1148500
PF3D7_1148620;PF3D7_1148620.1;5.8S ribosomal RNA;11;Pf3D7_11_v3:1,928,510..1,928,677(+);null;PF3D7_1148620
PF3D7_1148640;PF3D7_1148640.1;28S ribosomal RNA;11;Pf3D7_11_v3:1,928,934..1,933,138(+);null;PF3D7_1148640
PF3D7_1203800;PF3D7_1203800.1;unspecified product;12;Pf3D7_12_v3:190,105..193,113(-);null;PF3D7_1203800
PF3D7_1213000;PF3D7_1213000.1;unspecified product;12;Pf3D7_12_v3:575,540..576,292(+);null;PF3D7_1213000
PF3D7_1216800;PF3D7_1216800.1;tRNA Proline;12;Pf3D7_12_v3:666,884..666,955(+);null;PF3D7_1216800
PF3D7_1229200;PF3D7_1229200.1;unspecified product;12;Pf3D7_12_v3:1,203,582..1,204,752(+);null;PF3D7_1229200
PF3D7_1245700;PF3D7_1245700.1;unspecified product;12;Pf3D7_12_v3:1,907,045..1,907,960(+);null;PF3D7_1245700
PF3D7_1251900;PF3D7_1251900.1;tRNA Valine;12;Pf3D7_12_v3:2,112,878..2,112,950(+);null;PF3D7_1251900
PF3D7_1252000;PF3D7_1252000.1;tRNA Glutamine;12;Pf3D7_12_v3:2,113,730..2,113,801(-);null;PF3D7_1252000
PF3D7_1305700;PF3D7_1305700.1;conserved Plasmodium protein, unknown function;13;Pf3D7_13_v3:277,139..277,729(+);null;PF3D7_1305700
PF3D7_1312500;PF3D7_1312500.1;conserved Plasmodium protein, unknown function;13;Pf3D7_13_v3:526,863..527,060(-);null;PF3D7_1312500
PF3D7_1312700;PF3D7_1312700.1;conserved Plasmodium protein, unknown function;13;Pf3D7_13_v3:532,270..533,958(-);null;PF3D7_1312700
PF3D7_1315500;PF3D7_1315500.1;conserved protein, unknown function;13;Pf3D7_13_v3:652,794..653,838(-);null;PF3D7_1315500
PF3D7_1316300;PF3D7_1316300.1;conserved Plasmodium protein, unknown function;13;Pf3D7_13_v3:681,363..682,149(-);null;PF3D7_1316300
PF3D7_1317500;PF3D7_1317500.1;conserved protein, unknown function;13;Pf3D7_13_v3:734,604..734,873(-);null;PF3D7_1317500
PF3D7_1319900;PF3D7_1319900.1;conserved Plasmodium protein, unknown function;13;Pf3D7_13_v3:822,078..826,547(-);null;PF3D7_1319900
PF3D7_1321300;PF3D7_1321300.1;conserved Plasmodium membrane protein, unknown function;13;Pf3D7_13_v3:876,221..886,264(-);null;PF3D7_1321300
PF3D7_1322600;PF3D7_1322600.1;conserved Plasmodium protein, unknown function;13;Pf3D7_13_v3:955,957..957,495(-);null;PF3D7_1322600
PF3D7_1325300;PF3D7_1325300.1;conserved Plasmodium protein, unknown function;13;Pf3D7_13_v3:1,050,915..1,051,319(+);null;PF3D7_1325300
PF3D7_1325700;PF3D7_1325700.1;conserved Plasmodium protein, unknown function;13;Pf3D7_13_v3:1,068,050..1,068,635(-);null;PF3D7_1325700
PF3D7_1326200;PF3D7_1326200.1;conserved Plasmodium protein, unknown function;13;Pf3D7_13_v3:1,090,329..1,091,327(-);null;PF3D7_1326200
PF3D7_1326900;PF3D7_1326900.1;conserved Plasmodium membrane protein, unknown function;13;Pf3D7_13_v3:1,129,363..1,133,046(-);null;PF3D7_1326900
PF3D7_1329800;PF3D7_1329800.1;conserved Plasmodium protein, unknown function;13;Pf3D7_13_v3:1,265,137..1,268,763(+);null;PF3D7_1329800
PF3D7_1333100;PF3D7_1333100.1;conserved Plasmodium protein, unknown function;13;Pf3D7_13_v3:1,357,704..1,360,319(-);null;PF3D7_1333100
PF3D7_1336300;PF3D7_1336300.1;conserved Plasmodium membrane protein, unknown function;13;Pf3D7_13_v3:1,476,333..1,477,307(+);null;PF3D7_1336300
PF3D7_1337600;PF3D7_1337600.1;tRNA Serine;13;Pf3D7_13_v3:1,524,111..1,524,192(-);null;PF3D7_1337600
PF3D7_1339100;PF3D7_1339100.1;tRNA Methionine;13;Pf3D7_13_v3:1,575,356..1,575,427(+);null;PF3D7_1339100
PF3D7_1339200;PF3D7_1339200.1;tRNA Proline;13;Pf3D7_13_v3:1,576,926..1,576,997(-);null;PF3D7_1339200
PF3D7_1341000;PF3D7_1341000.1;tRNA Arginine;13;Pf3D7_13_v3:1,631,333..1,631,406(+);null;PF3D7_1341000
PF3D7_1341700;PF3D7_1341700.1;conserved Plasmodium protein, unknown function;13;Pf3D7_13_v3:1,645,066..1,645,666(+);null;PF3D7_1341700
PF3D7_1342200;PF3D7_1342200.1;conserved Plasmodium membrane protein, unknown function;13;Pf3D7_13_v3:1,660,812..1,663,730(-);null;PF3D7_1342200
PF3D7_1344400;PF3D7_1344400.1;conserved Plasmodium protein, unknown function;13;Pf3D7_13_v3:1,785,333..1,786,805(-);null;PF3D7_1344400
PF3D7_1346900;PF3D7_1346900.1;conserved Plasmodium protein, unknown function;13;Pf3D7_13_v3:1,881,902..1,882,657(+);null;PF3D7_1346900
PF3D7_1348000;PF3D7_1348000.1;conserved Plasmodium protein, unknown function;13;Pf3D7_13_v3:1,919,834..1,923,999(-);null;PF3D7_1348000
PF3D7_1348900;PF3D7_1348900.1;conserved Plasmodium protein, unknown function;13;Pf3D7_13_v3:1,965,963..1,966,322(-);null;PF3D7_1348900
PF3D7_1349600;PF3D7_1349600.1;conserved Plasmodium protein, unknown function;13;Pf3D7_13_v3:1,997,023..1,998,282(+);null;PF3D7_1349600
PF3D7_1352300;PF3D7_1352300.1;conserved Plasmodium protein, unknown function;13;Pf3D7_13_v3:2,083,689..2,085,530(-);null;PF3D7_1352300
PF3D7_1354100;PF3D7_1354100.1;conserved Plasmodium protein, unknown function;13;Pf3D7_13_v3:2,158,129..2,159,199(-);null;PF3D7_1354100
PF3D7_1355400;PF3D7_1355400.1;tRNA Threonine;13;Pf3D7_13_v3:2,197,906..2,197,978(-);null;PF3D7_1355400
PF3D7_1359000;PF3D7_1359000.1;conserved Plasmodium protein, unknown function;13;Pf3D7_13_v3:2,336,005..2,345,850(-);null;PF3D7_1359000
