Gene ID;source_id;Product Description;Min %ile (Within Chosen Samples);Max %ile (Within Chosen Samples)
PF3D7_1358500;PF3D7_1358500.1;zinc finger protein, putative;9.8;55.7
PF3D7_1358600;PF3D7_1358600.1;zinc finger protein, putative;29.5;63.6
PF3D7_1358700;PF3D7_1358700.1;YOP1-like protein, putative;80.6;99.6
PF3D7_1358800;PF3D7_1358800.1;40S ribosomal protein S15;76.8;95.8
PF3D7_1358900;PF3D7_1358900.1;GTP-binding protein, putative;43.1;77.4
PF3D7_1359000;PF3D7_1359000.1;conserved Plasmodium protein, unknown function;24.2;70.9
PF3D7_1359100;PF3D7_1359100.1;riboflavin kinase, putative;29.6;67.1
PF3D7_1359200;PF3D7_1359200.1;high mobility group protein B4, putative;38.2;64.2
PF3D7_1359300;PF3D7_1359300.1;exosome complex exonuclease RRP44;41.3;73.8
PF3D7_1359400;PF3D7_1359400.1;CUGBP Elav-like family member 1;86.9;95.7
PF3D7_1359500;PF3D7_1359500.1;conserved Plasmodium protein, unknown function;14.5;33.5
PF3D7_1359600;PF3D7_1359600.1;conserved Plasmodium protein, unknown function;56.9;69.5
PF3D7_1359700;PF3D7_1359700.1;conserved Plasmodium protein, unknown function;9.5;39.2
PF3D7_1359800;PF3D7_1359800.1;ADP-ribosylation factor, putative;11.9;80.3
PF3D7_1359900;PF3D7_1359900.1;conserved Plasmodium membrane protein, unknown function;41.9;79.9
PF3D7_1360000;PF3D7_1360000.1;ATP synthase-associated protein, putative;33.6;88.7
PF3D7_1360100;PF3D7_1360100.1;RNA-binding protein, putative;78.4;89.6
PF3D7_1360200;PF3D7_1360200.1;ER membrane protein complex subunit 3, putative;83.7;93.4
PF3D7_1360300;PF3D7_1360300.1;conserved Plasmodium protein, unknown function;38.3;58.3
PF3D7_1360400;PF3D7_1360400.1;conserved Plasmodium protein, unknown function;45.6;88.3
PF3D7_1360500;PF3D7_1360500.1;guanylyl cyclase beta;7.7;17.2
PF3D7_1360700;PF3D7_1360700.1;E3 SUMO-protein ligase PIAS, putative;68.8;86.3
PF3D7_1360800;PF3D7_1360800.1;falcilysin;76;87.6
PF3D7_1360900;PF3D7_1360900.1;RNA-binding protein, putative;63.3;97.1
PF3D7_1361000;PF3D7_1361000.1;protein arginine N-methyltransferase 5, putative;25.4;74.8
PF3D7_1361100;PF3D7_1361100.1;protein transport protein Sec24A;88.7;95.8
PF3D7_1361200;PF3D7_1361200.1;conserved Plasmodium protein, unknown function;26.9;82.6
PF3D7_1361300;PF3D7_1361300.1;conserved Plasmodium protein, unknown function;10.7;45.6
PF3D7_1361400;PF3D7_1361400.1;actin-depolymerizing factor 2;19.8;88.1
PF3D7_1361500;PF3D7_1361500.1;PH domain-containing protein, putative;20.8;91.7
PF3D7_1361500;PF3D7_1361500.2;PH domain-containing protein, putative;20.8;91.7
PF3D7_1361600;PF3D7_1361600.1;Fe-S assembly protein IscX, putative;23.8;66.4
PF3D7_1361700;PF3D7_1361700.1;cytochrome c oxidase subunit 2, putative;53.5;96.1
PF3D7_1361800;PF3D7_1361800.1;glideosome-associated connector;39.5;96.2
PF3D7_1361900;PF3D7_1361900.1;proliferating cell nuclear antigen 1;64.1;98.4
PF3D7_1362000;PF3D7_1362000.1;cytochrome c oxidase subunit ApiCOX24, putative;36.6;88.4
PF3D7_1362100;PF3D7_1362100.1;14-3-3 protein;20.3;50.7
PF3D7_1362200;PF3D7_1362200.1;RuvB-like helicase 3;19.4;78.4
PF3D7_1362300;PF3D7_1362300.1;transmembrane and coiled-coil domain-containing protein 1, putative;46.9;80.9
PF3D7_1362400;PF3D7_1362400.1;calpain;39.3;73.1
PF3D7_1362500;PF3D7_1362500.1;exonuclease, putative;27.5;45.2
PF3D7_1362600;PF3D7_1362600.1;conserved protein, unknown function;15.7;53
PF3D7_1362700;PF3D7_1362700.1;conserved Plasmodium protein, unknown function;22.2;52
PF3D7_1362800;PF3D7_1362800.1;conserved Plasmodium protein, unknown function;9.3;55
PF3D7_1362900;PF3D7_1362900.1;conserved Plasmodium protein, unknown function;9.4;17.3
PF3D7_1363000;PF3D7_1363000.1;conserved Plasmodium protein, unknown function;17.2;69.2
PF3D7_1363100;PF3D7_1363100.1;conserved Plasmodium protein, unknown function;33;55.7
PF3D7_1363200;PF3D7_1363200.1;bifunctional polynucleotide phosphatase/kinase;28.2;69.9
PF3D7_1363300;PF3D7_1363300.1;50S ribosomal protein L9, mitochondrial, putative;21.8;47.1
PF3D7_1363400;PF3D7_1363400.1;polyubiquitin binding protein, putative;58.2;66.4
PF3D7_1363500;PF3D7_1363500.1;CCR4 domain-containing protein 2, putative;38.8;59.9
PF3D7_1363600;PF3D7_1363600.1;conserved Plasmodium protein, unknown function;40.8;72.5
PF3D7_1363700;PF3D7_1363700.1;protein AMR1;17.7;49.2
PF3D7_1363800;PF3D7_1363800.1;nuclear fusion protein, putative;10.6;24.3
PF3D7_1363900;PF3D7_1363900.1;unspecified product;25.4;77.2
PF3D7_1364000;PF3D7_1364000.1;conserved protein, unknown function;52.3;78.2
PF3D7_1364100;PF3D7_1364100.1;6-cysteine protein;56.4;96.2
PF3D7_1364200;PF3D7_1364200.1;nucleoporin NUP205, putative;35.3;83.7
PF3D7_1364300;PF3D7_1364300.1;pre-mRNA-splicing factor ATP-dependent RNA helicase PRP16;27.2;79
PF3D7_1364400;PF3D7_1364400.1;conserved Plasmodium protein, unknown function;23;66.1
PF3D7_1364500;PF3D7_1364500.1;exosome complex component RRP45, putative;53.9;76.2
PF3D7_1364600;PF3D7_1364600.1;aldehyde reductase, putative;24.7;52.4
PF3D7_1364700;PF3D7_1364700.1;WD repeat-containing protein, putative, pseudogene;5.4;38
PF3D7_1364800;PF3D7_1364800.1;DNA-directed RNA polymerases I, II, and III subunit RPABC1, putative;59.5;92.2
PF3D7_1364900;PF3D7_1364900.1;ferrochelatase;20.9;61.3
PF3D7_1365000;PF3D7_1365000.1;conserved Plasmodium protein, unknown function;33.5;73
PF3D7_1365100;PF3D7_1365100.1;ribosomal protein S17, putative;34.2;75.4
PF3D7_1365200;PF3D7_1365200.1;conserved protein, unknown function;30.4;90.7
PF3D7_1365300;PF3D7_1365300.1;conserved Plasmodium protein, unknown function;56.4;80.3
PF3D7_1365400;PF3D7_1365400.1;ubiquitin-activating enzyme;33.8;70.7
PF3D7_1365500;PF3D7_1365500.1;aminomethyltransferase, mitochondrial, putative;50.1;81.2
PF3D7_1365600;PF3D7_1365600.1;DNA topoisomerase 6 subunit B, putative;31.5;91.8
PF3D7_1365700;PF3D7_1365700.1;SNARE associated Golgi protein, putative;73.7;87.3
PF3D7_1365800;PF3D7_1365800.1;conserved Plasmodium protein, unknown function;66.8;90.2
PF3D7_1365900;PF3D7_1365900.1;ubiquitin-60S ribosomal protein L40;92.6;98.1
PF3D7_1366000;PF3D7_1366000.1;conserved Plasmodium protein, unknown function;36.8;79.2
PF3D7_1366100;PF3D7_1366100.1;DIP13 homolog, putative;0;63.7
PF3D7_1366200;PF3D7_1366200.1;conserved protein, unknown function;32.3;68.1
PF3D7_1366300;PF3D7_1366300.1;conserved Plasmodium protein, unknown function;31.1;72.8
PF3D7_1366400;PF3D7_1366400.1;rhoptry protein RHOP148;56.5;80.1
PF3D7_1366500;PF3D7_1366500.1;nucleoside diphosphate kinase;44;93.9
PF3D7_1366600;PF3D7_1366600.1;signal recognition particle receptor subunit alpha, putative;74.1;81.1
PF3D7_1366700;PF3D7_1366700.1;conserved Plasmodium protein, unknown function;22.5;53.8
PF3D7_1366800;PF3D7_1366800.1;phosphatidylserine synthase, putative;62.4;91.4
PF3D7_1366900;PF3D7_1366900.1;conserved protein, unknown function;88;97.4
PF3D7_1367000;PF3D7_1367000.1;suppressor of kinetochore protein 1, putative;52.1;94.7
PF3D7_1367100;PF3D7_1367100.1;U1 small nuclear ribonucleoprotein 70 kDa homolog, putative;26.4;70.7
PF3D7_1367200;PF3D7_1367200.1;CLAMP domain-containing protein, putative;0;14.4
PF3D7_1367300;PF3D7_1367300.1;conserved Plasmodium protein, unknown function;0;36.4
PF3D7_1367400;PF3D7_1367400.1;conserved Plasmodium protein, unknown function;31.4;82.6
PF3D7_1367500;PF3D7_1367500.1;NADH-cytochrome b5 reductase, putative;26;77.6
PF3D7_1367600;PF3D7_1367600.1;ribosome biogenesis protein MRT4, putative;30.1;90.1
PF3D7_1367700;PF3D7_1367700.1;alanine--tRNA ligase;43.9;78.2
PF3D7_1367800;PF3D7_1367800.1;secreted ookinete protein, putative;0;10.1
PF3D7_1367900;PF3D7_1367900.1;conserved Plasmodium protein, unknown function;0;9.1
PF3D7_1368000;PF3D7_1368000.1;conserved protein, unknown function;15.1;67.8
PF3D7_1368100;PF3D7_1368100.1;26S proteasome regulatory subunit RPN11, putative;73.3;97.2
PF3D7_1368200;PF3D7_1368200.1;ABC transporter E family member 1, putative;68.2;92.4
PF3D7_1368300;PF3D7_1368300.1;conserved Plasmodium protein, unknown function;51.1;70
PF3D7_1368400;PF3D7_1368400.1;ribosomal protein L1, putative;45.9;72
PF3D7_1368500;PF3D7_1368500.1;heptatricopeptide repeat-containing protein, putative;20.5;45.3
PF3D7_1368600;PF3D7_1368600.1;mitochondrial import inner membrane translocase subunit TIM9, putative;50.5;94.6
PF3D7_1368700;PF3D7_1368700.1;mitochondrial carrier protein, putative;47.7;75.1
PF3D7_1368800;PF3D7_1368800.1;DNA repair endonuclease XPF, putative;31.1;46.9
PF3D7_1368900;PF3D7_1368900.1;conserved protein, unknown function;80.6;93.7
PF3D7_1369000;PF3D7_1369000.1;glycosylphosphatidylinositol anchor attachment 1 protein, putative;34.2;74.6
PF3D7_1369100;PF3D7_1369100.1;conserved Plasmodium protein, unknown function;25.5;63
PF3D7_1369200;PF3D7_1369200.1;conserved Plasmodium protein, unknown function;25.2;67.1
PF3D7_1369300;PF3D7_1369300.1;conserved Plasmodium protein, unknown function;0;36
PF3D7_1369400;PF3D7_1369400.1;conserved Plasmodium protein, unknown function;31.3;39.4
PF3D7_1369500;PF3D7_1369500.1;conserved protein, unknown function;42.8;70.7
PF3D7_1369600;PF3D7_1369600.1;conserved Plasmodium protein, unknown function;41.3;64.8
PF3D7_1369700;PF3D7_1369700.1;U2 small nuclear ribonucleoprotein A', putative;56.8;83
PF3D7_1369800;PF3D7_1369800.1;tRNA Arginine;0;40.1
PF3D7_1369900;PF3D7_1369900.1;tRNA Tryptophan;0;0
PF3D7_1370000;PF3D7_1370000.1;tRNA Arginine;0;29.9
PF3D7_1370100;PF3D7_1370100.1;tRNA Cysteine;0;0
PF3D7_1370200;PF3D7_1370200.1;tRNA Glycine;0;0
PF3D7_1370300;PF3D7_1370300.1;membrane associated histidine-rich protein 1;72.6;99.7
PF3D7_1370500;PF3D7_1370500.1;unspecified product;27.4;52.5
PF3D7_1370800;PF3D7_1370800.1;unspecified product;21.5;66.1
PF3D7_1370900;PF3D7_1370900.1;unspecified product;0;48
PF3D7_1371500;PF3D7_1371500.1;probable protein, unknown function;58.6;89.3
PF3D7_1371600;PF3D7_1371600.1;erythrocyte binding like protein 1, pseudogene;17.5;53.7
PF3D7_1371700;PF3D7_1371700.1;serine/threonine protein kinase, FIKK family;12.9;52.7
PF3D7_1371800;PF3D7_1371800.1;Plasmodium exported protein, unknown function;43.1;87.9
PF3D7_1371900;PF3D7_1371900.1;Plasmodium exported protein, unknown function;14.7;71.5
PF3D7_1372000;PF3D7_1372000.1;Plasmodium exported protein (PHISTa), unknown function;17.7;94.5
PF3D7_1372100;PF3D7_1372100.1;Plasmodium exported protein (PHISTb), unknown function;16.8;47
PF3D7_1372200;PF3D7_1372200.1;histidine-rich protein III;82.4;99.5
PF3D7_1372300;PF3D7_1372300.1;Plasmodium exported protein (PHIST), unknown function;17.3;93.3
PF3D7_1372400;PF3D7_1372400.1;acyl-CoA synthetase;9.9;27.4
PF3D7_1372500;PF3D7_1372500.1;stevor, pseudogene;0;60.3
PF3D7_1372600;PF3D7_1372600.1;rifin;0;25.9
PF3D7_1372700;PF3D7_1372700.1;rifin;5.1;19.1
PF3D7_1372800;PF3D7_1372800.1;stevor;0;13.5
PF3D7_1372900;PF3D7_1372900.1;erythrocyte membrane protein 1 (PfEMP1), exon 2, pseudogene;0;8.9
PF3D7_1373000;PF3D7_1373000.1;rifin;8.3;40.6
PF3D7_1373100;PF3D7_1373100.1;rifin;0;47.9
PF3D7_1373200;PF3D7_1373200.1;Plasmodium exported protein, unknown function, fragment;0;0
PF3D7_1373300;PF3D7_1373300.1;rifin;0;16.2
PF3D7_1373400;PF3D7_1373400.1;rifin;12.5;57
PF3D7_1373500;PF3D7_1373500.1;erythrocyte membrane protein 1, PfEMP1;19.9;57
PF3D7_1400100;PF3D7_1400100.1;erythrocyte membrane protein 1 (PfEMP1), pseudogene;21.9;42.9
PF3D7_1400200;PF3D7_1400200.1;rifin;10.4;32.1
PF3D7_1400300;PF3D7_1400300.1;rifin;12.3;25.5
PF3D7_1400400;PF3D7_1400400.1;rifin;0;16.9
PF3D7_1400500;PF3D7_1400500.1;rifin;0;12.9
PF3D7_1400600;PF3D7_1400600.1;rifin;5.7;21.3
PF3D7_1400700;PF3D7_1400700.1;stevor;6.6;21.3
PF3D7_1400800;PF3D7_1400800.1;rifin;0;11.5
PF3D7_1400900;PF3D7_1400900.1;Plasmodium exported protein (PHISTa), unknown function, pseudogene;0;8.8
PF3D7_1401000;PF3D7_1401000.1;GBPH protein;0;13.7
PF3D7_1401050;PF3D7_1401050.1;erythrocyte membrane protein 1 (PfEMP1), exon 2, pseudogene;10.7;27
PF3D7_1401100;PF3D7_1401100.1;DnaJ protein, putative;74.4;99.1
PF3D7_1401200;PF3D7_1401200.1;Plasmodium exported protein, unknown function;58.5;92.5
PF3D7_1401300;PF3D7_1401300.1;epoxide hydrolase 2;36;82.1
PF3D7_1401400;PF3D7_1401400.1;early transcribed membrane protein 14.1;95.3;100
PF3D7_1401500;PF3D7_1401500.1;esterase, putative;37.2;89
PF3D7_1401600;PF3D7_1401600.1;Plasmodium exported protein (PHISTb), unknown function;59.9;95.4
PF3D7_1401700;PF3D7_1401700.1;conserved Plasmodium protein, unknown function;0;20.4
PF3D7_1401800;PF3D7_1401800.1;choline kinase;61.5;92.8
PF3D7_1401900;PF3D7_1401900.1;conserved protein, unknown function;0;49.1
PF3D7_1402000;PF3D7_1402000.1;conserved Plasmodium protein, unknown function;26.8;73.3
PF3D7_1402100;PF3D7_1402100.1;pseudouridine synthase, putative;19.1;59.1
PF3D7_1402200;PF3D7_1402200.1;cytochrome c oxidase subunit ApiCOX19, putative;38.6;96
PF3D7_1402300;PF3D7_1402300.1;26S proteasome regulatory subunit RPN6;75.6;81.6
PF3D7_1402400;PF3D7_1402400.1;zinc finger protein, putative;50;78.6
PF3D7_1402500;PF3D7_1402500.1;ribosomal protein S27a, putative;87.1;96.9
PF3D7_1402600;PF3D7_1402600.1;small nucleolar RNA snoR22;35;70.1
PF3D7_1402700;PF3D7_1402700.1;U2 snRNP-associated SURP motif-containing protein, putative;53.3;82.1
PF3D7_1402800;PF3D7_1402800.1;conserved Plasmodium protein, unknown function;58.3;83.5
PF3D7_1402900;PF3D7_1402900.1;conserved Plasmodium protein, unknown function;25.7;51.8
PF3D7_1403000;PF3D7_1403000.1;conserved Plasmodium protein, unknown function;9.1;35.9
PF3D7_1403100;PF3D7_1403100.1;condensin complex subunit 1, putative;30.5;50
PF3D7_1403200;PF3D7_1403200.1;conserved Plasmodium protein, unknown function;8.8;45.9
PF3D7_1403300;PF3D7_1403300.1;tetratricopeptide repeat protein, putative;0;15.2
PF3D7_1403400;PF3D7_1403400.1;conserved Plasmodium protein, unknown function;9.5;35.9
PF3D7_1403500;PF3D7_1403500.1;dynein light chain, putative;10.2;69.8
PF3D7_1403600;PF3D7_1403600.1;selenoprotein;24.8;80.4
PF3D7_1403700;PF3D7_1403700.1;translocation associated membrane protein, putative;15.7;31.4
PF3D7_1403800;PF3D7_1403800.1;nuclear formin-like protein MISFIT, putative;4.4;21.4
PF3D7_1403900;PF3D7_1403900.1;serine/threonine protein phosphatase CPPED1, putative;63.3;94.7
PF3D7_1404000;PF3D7_1404000.1;DNA-directed RNA polymerase II subunit RPB4, putative;74.6;94.2
PF3D7_1404100;PF3D7_1404100.1;cytochrome c, putative;64.4;94.1
PF3D7_1404200;PF3D7_1404200.1;conserved Plasmodium protein, unknown function;0;41.7
PF3D7_1404300;PF3D7_1404300.1;secreted ookinete adhesive protein, putative;0;36.9
PF3D7_1404400;PF3D7_1404400.1;ribosomal protein L16, mitochondrial, putative;29.5;79.5
PF3D7_1404500;PF3D7_1404500.1;rRNA biogenesis protein RRP5, putative;53.6;81.6
PF3D7_1404600;PF3D7_1404600.1;adenylyl cyclase alpha;12.1;29.3
PF3D7_1404600;PF3D7_1404600.2;adenylyl cyclase alpha;12.1;29.3
PF3D7_1404600;PF3D7_1404600.3;adenylyl cyclase alpha;12.1;29.3
PF3D7_1404700;PF3D7_1404700.1;conserved Plasmodium protein, unknown function;0;72.9
PF3D7_1404800;PF3D7_1404800.1;conserved Plasmodium protein, unknown function;57.9;98.5
PF3D7_1404900;PF3D7_1404900.1;conserved Plasmodium protein, unknown function;93.4;97
PF3D7_1405000;PF3D7_1405000.1;conserved Plasmodium protein, unknown function;49.6;68
PF3D7_1405100;PF3D7_1405100.1;GTPase-activating protein, putative;53.2;71.1
PF3D7_1405200;PF3D7_1405200.1;trafficking protein particle complex subunit 1, putative;18.2;59.4
PF3D7_1405300;PF3D7_1405300.1;conserved Plasmodium protein, unknown function;32.7;55.6
PF3D7_1405400;PF3D7_1405400.1;DNA mismatch repair protein, putative;19.7;45.1
PF3D7_1405500;PF3D7_1405500.1;COBW domain-containing protein 1, putative;14.4;70
PF3D7_1405600;PF3D7_1405600.1;ribonucleoside-diphosphate reductase small chain, putative;38.5;97.1
PF3D7_1405700;PF3D7_1405700.1;RING zinc finger protein, putative;65.4;79
PF3D7_1405800;PF3D7_1405800.1;ribosome biogenesis protein BOP1, putative;36.7;88.2
PF3D7_1405900;PF3D7_1405900.1;RNA-binding protein, putative;14.3;64.8
PF3D7_1406000;PF3D7_1406000.1;RNA-binding protein 8A, putative;36.9;90.5
PF3D7_1406100;PF3D7_1406100.1;tubby domain-containing protein, putative;18;64
PF3D7_1406200;PF3D7_1406200.1;transcription elongation factor SPT6, putative;18.8;69.7
PF3D7_1406300;PF3D7_1406300.1;glycerophosphodiester phosphodiesterase;52.4;83.6
PF3D7_1406400;PF3D7_1406400.1;pentatricopeptide repeat domain-containing protein, putative;31;55.5
PF3D7_1406500;PF3D7_1406500.1;WD repeat-containing protein 65, putative;0;13.3
PF3D7_1406600;PF3D7_1406600.1;ATP-dependent Clp protease regulatory subunit ClpC;40.5;59.3
PF3D7_1406700;PF3D7_1406700.1;vacuolar protein sorting-associated protein 29;24.7;86.1
PF3D7_1406800;PF3D7_1406800.1;glideosome associated protein with multiple membrane spans 3;62.5;99.3
PF3D7_1406900;PF3D7_1406900.1;radical SAM protein, putative;20.7;64.9
PF3D7_1407000;PF3D7_1407000.1;LCCL domain-containing protein;17.7;31.2
PF3D7_1407100;PF3D7_1407100.1;rRNA 2'-O-methyltransferase fibrillarin, putative;59.6;95.3
PF3D7_1407200;PF3D7_1407200.1;conserved Plasmodium protein, unknown function;53.1;78.8
PF3D7_1407300;PF3D7_1407300.1;pre-mRNA-splicing factor 38B, putative;73.1;87
PF3D7_1407400;PF3D7_1407400.1;conserved Plasmodium protein, unknown function;43.6;68.4
PF3D7_1407500;PF3D7_1407500.1;multifunctional methyltransferase subunit TRM112, putative;48.1;77.8
PF3D7_1407600;PF3D7_1407600.1;conserved Plasmodium protein, unknown function;19.1;42
PF3D7_1407700;PF3D7_1407700.1;conserved protein, unknown function;13;64.1
PF3D7_1407800;PF3D7_1407800.1;plasmepsin IV;98.1;99.2
PF3D7_1407900;PF3D7_1407900.1;plasmepsin I;85.1;99.5
PF3D7_1408000;PF3D7_1408000.1;plasmepsin II;87.9;97
PF3D7_1408100;PF3D7_1408100.1;plasmepsin III;88.9;97.3
PF3D7_1408200;PF3D7_1408200.1;AP2 domain transcription factor AP2-G2, putative;23.5;82.1
PF3D7_1408300;PF3D7_1408300.1;conserved Plasmodium protein, unknown function;13.7;32.3
PF3D7_1408400;PF3D7_1408400.1;FANCJ-like helicase, putative;44.2;61.7
PF3D7_1408500;PF3D7_1408500.1;conserved Plasmodium protein, unknown function;66.7;87.1
PF3D7_1408600;PF3D7_1408600.1;40S ribosomal protein S8e, putative;98.2;99.8
PF3D7_1408700;PF3D7_1408700.1;conserved protein, unknown function;30.1;59.2
PF3D7_1408800;PF3D7_1408800.1;conserved Plasmodium protein, unknown function;0;38.6
PF3D7_1408900;PF3D7_1408900.1;tRNA-dihydrouridine synthase, putative;18;81.6
PF3D7_1409000;PF3D7_1409000.1;WD repeat-containing protein, putative;51;73.2
PF3D7_1409100;PF3D7_1409100.1;aldo-keto reductase, putative;22;42.1
PF3D7_1409200;PF3D7_1409200.1;conserved Plasmodium protein, unknown function;16.6;68.3
PF3D7_1409200;PF3D7_1409200.2;conserved Plasmodium protein, unknown function;16.6;68.3
PF3D7_1409300;PF3D7_1409300.1;DNA damage-inducible protein 1, putative;50.8;90.7
PF3D7_1409400;PF3D7_1409400.1;conserved protein, unknown function;68.3;99.1
PF3D7_1409500;PF3D7_1409500.1;conserved Plasmodium protein, unknown function;10.6;28.3
PF3D7_1409600;PF3D7_1409600.1;conserved Plasmodium protein, unknown function;79.5;87.3
PF3D7_1409700;PF3D7_1409700.1;conserved protein, unknown function;14;39.6
PF3D7_1409800;PF3D7_1409800.1;CUGBP Elav-like family member 2, putative;48.6;82.7
PF3D7_1409900;PF3D7_1409900.1;cytidine diphosphate-diacylglycerol synthase;79;93.1
PF3D7_1410000;PF3D7_1410000.1;ER membrane protein complex subunit 2, putative;46.7;80.7
PF3D7_1410100;PF3D7_1410100.1;alpha/beta hydrolase, putative;10.2;32.5
PF3D7_1410200;PF3D7_1410200.1;CTP synthase;36.7;89.9
PF3D7_1410300;PF3D7_1410300.1;WD repeat-containing protein, putative;20;50.4
PF3D7_1410400;PF3D7_1410400.1;rhoptry-associated protein 1;77.9;99.6
PF3D7_1410500;PF3D7_1410500.1;conserved Plasmodium protein, unknown function;14.6;77.5
PF3D7_1410600;PF3D7_1410600.1;eukaryotic translation initiation factor 2 subunit gamma, putative;85.9;96.1
PF3D7_1410700;PF3D7_1410700.1;conserved protein, unknown function;33.7;92.3
PF3D7_1410800;PF3D7_1410800.1;ankyrin-repeat protein, putative;0;90.9
PF3D7_1410900;PF3D7_1410900.1;ribosome maturation protein SBDS, putative;50;87.3
PF3D7_1411000;PF3D7_1411000.1;conserved Plasmodium protein, unknown function;22.3;78.4
PF3D7_1411000;PF3D7_1411000.2;conserved Plasmodium protein, unknown function;22.3;78.4
PF3D7_1411100;PF3D7_1411100.1;conserved Plasmodium membrane protein, unknown function, unspecified product;63;88.2
PF3D7_1411100;PF3D7_1411100.2;conserved Plasmodium membrane protein, unknown function, unspecified product;63;88.2
PF3D7_1411200;PF3D7_1411200.1;rhomboid protease ROM8;69.8;92.1
PF3D7_1411300;PF3D7_1411300.1;DnaJ protein, putative;67.6;86.8
PF3D7_1411400;PF3D7_1411400.1;plastid replication-repair enzyme;23.4;36.9
PF3D7_1411500;PF3D7_1411500.1;conserved Plasmodium protein, unknown function;37.2;68.5
PF3D7_1411600;PF3D7_1411600.1;GTP-binding protein Obg1;6.1;36
PF3D7_1411700;PF3D7_1411700.1;methyltransferase, putative;30.3;51.4
PF3D7_1411800;PF3D7_1411800.1;conserved Plasmodium protein, unknown function;19;39.7
PF3D7_1411900;PF3D7_1411900.1;p1/s1 nuclease, putative;71.3;94.5
PF3D7_1412000;PF3D7_1412000.1;p1/s1 nuclease, putative;42.6;93.1
PF3D7_1412100;PF3D7_1412100.1;mini-chromosome maintenance complex-binding protein, putative;39.3;70.5
PF3D7_1412200;PF3D7_1412200.1;conserved Plasmodium protein, unknown function;23;45
PF3D7_1412300;PF3D7_1412300.1;nuclear transport factor 2, putative;91;97.2
PF3D7_1412400;PF3D7_1412400.1;conserved Plasmodium protein, unknown function;36.1;60.2
PF3D7_1412500;PF3D7_1412500.1;actin II;46.7;91.8
PF3D7_1412600;PF3D7_1412600.1;deoxyhypusine synthase;7.3;84.4
PF3D7_1412700;PF3D7_1412700.1;AAA family ATPase, putative;23.2;66.5
PF3D7_1412800;PF3D7_1412800.1;glycylpeptide N-tetradecanoyltransferase;68.3;87.2
PF3D7_1412900;PF3D7_1412900.1;ubiquitin-conjugating enzyme E2, putative;73;87.7
PF3D7_1412900;PF3D7_1412900.2;ubiquitin-conjugating enzyme E2, putative;73;87.7
PF3D7_1413000;PF3D7_1413000.1;conserved Plasmodium protein, unknown function;0;10.5
PF3D7_1413100;PF3D7_1413100.1;conserved Plasmodium protein, unknown function;7.1;10.4
PF3D7_1413200;PF3D7_1413200.1;conserved Plasmodium protein, unknown function;0;34.6
PF3D7_1413300;PF3D7_1413300.1;conserved Plasmodium protein, unknown function;0;54.2
PF3D7_1413400;PF3D7_1413400.1;30S ribosomal protein S9, putative;15.2;59.2
PF3D7_1413500;PF3D7_1413500.1;FeS assembly ATPase SufC;16.5;83.2
PF3D7_1413600;PF3D7_1413600.1;conserved Plasmodium protein, unknown function;0;26.9
PF3D7_1413700;PF3D7_1413700.1;conserved Plasmodium protein, unknown function;16.9;61
PF3D7_1413800;PF3D7_1413800.1;diphthamide biosynthesis protein 1, putative;39.5;82.2
PF3D7_1413900;PF3D7_1413900.1;DnaJ protein, putative;75;90.2
PF3D7_1414000;PF3D7_1414000.1;26S proteasome regulatory subunit RPN13, putative;44.7;87.7
PF3D7_1414100;PF3D7_1414100.1;zinc finger protein, putative;11.6;74.1
PF3D7_1414200;PF3D7_1414200.1;conserved Plasmodium protein, unknown function;90.4;98.2
PF3D7_1414300;PF3D7_1414300.1;60S ribosomal protein L10, putative;95.1;98.9
PF3D7_1414400;PF3D7_1414400.1;serine/threonine protein phosphatase PP1;50.1;96.4
PF3D7_1414500;PF3D7_1414500.1;atypical protein kinase, ABC-1 family, putative;38.5;67.5
PF3D7_1414600;PF3D7_1414600.1;mRNA-capping enzyme subunit alpha;65.5;82.8
PF3D7_1414700;PF3D7_1414700.1;ubiquitin carboxyl-terminal hydrolase, putative;21.1;82.6
PF3D7_1414800;PF3D7_1414800.1;small nuclear ribonucleoprotein-associated protein B, putative;86.7;96.1
PF3D7_1414900;PF3D7_1414900.1;ATP-dependent protease, putative;10.4;46.3
PF3D7_1415000;PF3D7_1415000.1;uracil-DNA glycosylase;23.4;86.6
PF3D7_1415100;PF3D7_1415100.1;conserved protein, unknown function;16.7;68
PF3D7_1415200;PF3D7_1415200.1;DNA-directed RNA polymerases I and III subunit RPAC2, putative;30.8;80
PF3D7_1415300;PF3D7_1415300.1;RNA-binding protein Nova-1, putative;41.3;84.2
PF3D7_1415400;PF3D7_1415400.1;conserved Plasmodium protein, unknown function;20.6;69.6
PF3D7_1415500;PF3D7_1415500.1;conserved Plasmodium membrane protein, unknown function;11.5;39.1
PF3D7_1415600;PF3D7_1415600.1;conserved Plasmodium protein, unknown function;30.9;63.6
PF3D7_1415700;PF3D7_1415700.1;serine palmitoyltransferase, putative;19.9;64.5
PF3D7_1415800;PF3D7_1415800.1;ribosomal RNA small subunit methyltransferase A1;44.5;86.6
PF3D7_1415900;PF3D7_1415900.1;zinc finger protein, putative;46;87.2
PF3D7_1416000;PF3D7_1416000.1;conserved Plasmodium protein, unknown function;0;27.4
PF3D7_1416100;PF3D7_1416100.1;protein SEY1, putative;54.8;84.1
PF3D7_1416200;PF3D7_1416200.1;metacaspase-3, putative;22.6;39.5
